,district,living_space,price,room_count,access_date,bathroom_count,date_added,owner,property_type,link,smoker,title
113,bielany,26.0,1780,Kawalerka,2021-11-16,1.0,31/08/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/kawalerka-na-bielanach+-ciekawa-aranzacja/1009833759820912885833209,,Kawalerka na Bielanach- ciekawa aranżacja 
389,bielany,60.0,3200,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/przestronny-salon-z-aneksem-i-sypialnia-garaz/10010158506171012710620009,,"Przestronny salon z aneksem i sypialnia, garaż"
369,bielany,43.0,1400,2,2021-10-04,1.0,20/06/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/bezposrednio-przytulne-mieszkanie-na-poddaszu-+-kochanowskiego-warszawa-bielany/1009509939060910557174709,,"[Bezposrednio] Przytulne mieszkanie na poddaszu - Kochanowskiego, Warszawa Bielany"
358,bielany,96.0,3800,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/salon-z-aneksem-kuchennym-3-sypialnie/10010158506241012710620009,,"Salon z aneksem kuchennym, 3 sypialnie"
1016,bielany,27.0,189,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/apartament-ogrodek-na-doby-bielany-u-czechowa/10010155897671012016000209,,"Apartament, ogródek, na doby, Bielany u. Czechowa"
301,bielany,23.0,1250,Kawalerka,,1.0,03/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/bezposrednio-kawalerke-wynajme-od-zaraz-+-atrakcyjna-przytulna-na-starych-bielanach/10010105146071012116991009,,"BEZPOŚREDNIO kawalerkę wynajmę od zaraz - atrakcyjną, przytulną, na Starych Bielanach"
295,bielany,38.0,2600,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/dwupokojowe-z-oddzielna-kuchnia-przy-metrze/10010158506551012710620009,,Dwupokojowe z oddzielną kuchnią przy metrze
293,bielany,39.0,2800,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/salon-z-aneksem-i-sypialnia-garaz-w-cenie/10010158563011012710620009,,"Salon z aneksem i sypialnia, garaż w cenie"
276,bielany,36.0,1800,Kawalerka,2021-10-22,1.0,20/09/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/przestronna-kawalerka-na-bielanach/1009921068770912583151209,,Przestronna kawalerka na Bielanach
533,bielany,68.0,2900,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/3-niezalezne-pokoje-oddzielna-kuchnia-balkon/10010157916671012710620009,,"3 niezależne pokoje, oddzielna kuchnia, balkon"
554,bielany,52.0,2300,3,2021-11-11,1.0,11/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/3-pokoje-52m2-na-ulicy-wrzeciono/10010138808211012957927009,,"3 pokoje, 52m2, na ulicy Wrzeciono"
978,bielany,70.0,2900,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/4-pokojowe-mieszkanie-70m2/10010156010761011378581009,,"4 pokojowe mieszkanie, 70m2!"
412,bielany,56.0,3400,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/3-osobne-pokoje-odzielna-kuchnia-blisko-metro/10010158509201012710620009,,"3 osobne pokoje, odzielna kuchnia, blisko metro"
201,bielany,34.0,1490,Kawalerka,2021-11-16,1.0,16/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/tania-kawalerka-heroldow-bielany/10010158206661010490149009,,TANIA Kawalerka HEROLDÓW Bielany
591,bielany,41.0,2000,2,2021-11-19,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/2-pok-41m2-nowe-2021-r-ciche-balkon/10010157713441010471331209,,"2 pok.,41m2, nowe 2021 r., ciche, balkon."
0,bielany,36.0,1800,Kawalerka,2021-10-22,1.0,20/09/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/przestronna-kawalerka-na-bielanach/1009921068770912583151209,,Przestronna kawalerka na Bielanach
460,bielany,23.0,1250,Kawalerka,,1.0,03/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/bezposrednio-kawalerke-wynajme-od-zaraz-+-atrakcyjna-przytulna-na-starych-bielanach/10010105146071012116991009,,"BEZPOŚREDNIO kawalerkę wynajmę od zaraz - atrakcyjną, przytulną, na Starych Bielanach"
86,bielany,70.0,2000,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/70-m2-przy-kepie-potockiej/10010159382371012765100009,,70 m2 przy Kępie Potockiej
15,bielany,46.0,2200,2,2021-12-01,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/bielany-ul-sokratesa-petofiego-dwupokojowe-balkon-parking/10010159501801010662530609,,"Bielany, ul. Sokratesa/Petofiego. Dwupokojowe. Balkon. Parking"
38,bielany,36.0,0,2,2021-12-31,1.0,16/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/wynajme-bezposrednio-bardzo-ladne-m-+-mlociny/10010159531381011540626109,,Wynajmę bezpośrednio bardzo ładne M - Młociny
68,bielany,150.0,4200,5,,,16/11/2021,Agencja,Dom,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/150-m2-pol-blizniaka-na-cele-biurowe/10010159382421012765100009,,150 m2 pół bliźniaka na cele biurowe
94,bielany,43.0,1400,2,2021-10-04,1.0,20/06/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/bezposrednio-przytulne-mieszkanie-na-poddaszu-+-kochanowskiego-warszawa-bielany/1009509939060910557174709,,"[Bezposrednio] Przytulne mieszkanie na poddaszu - Kochanowskiego, Warszawa Bielany"
103,bielany,72.0,3500,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/bielany-72-m2-na-biuro/10010159382291012765100009,,Bielany 72 m2 na biuro
70,bielany,52.0,2300,3,2021-11-11,1.0,11/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/3-pokoje-52m2-na-ulicy-wrzeciono/10010138808211012957927009,,"3 pokoje, 52m2, na ulicy Wrzeciono"
90,bielany,70.0,2900,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/bielany/okazja-4-pokojowe-przy-kepie-potockiej/10010159136771012765100009,,Okazja 4 pokojowe przy Kępie Potockiej
1008,mokotow,38.0,269,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-dwupokojowy-na-mokotowie/10010155901711012016000209,,Apartament na doby dwupokojowy na Mokotowie
1009,mokotow,40.0,251,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-dwupokojowy-na-mokotowie/10010156010001012016000209,,Apartament na doby dwupokojowy na Mokotowie
1010,mokotow,45.0,259,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-dwupokojowy-na-mokotowie/10010155894761012016000209,,Apartament na DOBY dwupokojowy na Mokotowie
927,mokotow,135.0,8800,4,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/piekne-mieszkanie-w-willi-na-starym-mokotowie/10010156723361010469204609,,Piękne mieszkanie w willi na Starym Mokotowie
863,mokotow,120.0,5500,4,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2-poziomy-garaz-w-cenie-sadyba/10010156959151012776000109,,Bez prowizji: 2 poziomy |garaż w cenie| Sadyba
364,mokotow,53.0,2250,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/salon-z-aneksem-i-sypialnia-blisko-mordoru/10010158517171012710620009,,Salon z aneksem i sypialnia blisko Mordoru
362,mokotow,46.0,2920,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/nowoczesne-mieszkanie-blisko-pol-mokotowskich/10010158509391012710620009,,"Nowoczesne mieszkanie, blisko Pól Mokotowskich"
359,mokotow,106.0,9900,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/luksusowy-apartament-z-antresola-garaz-w-cenie/10010158506231012710620009,,"Luksusowy apartament z antresolą, garaż w cenie"
353,mokotow,63.0,2700,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/komfortowe-2-pokoje-na-zielonym-cichym-osiedlu/10010158506261012710620009,,"Komfortowe 2 pokoje na zielonym, cichym osiedlu"
352,mokotow,60.0,3000,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mieszkanie-w-sercu-mokotowa-rowniez-na-biuro/10010158517201012710620009,,"Mieszkanie w sercu Mokotowa, również na biuro"
732,mokotow,100.0,4600,4,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2+poziomowe-garaz-w-cenie-sadyba/10010156963891012776000109,,Bez prowizji: 2-poziomowe |garaż w cenie| Sadyba
733,mokotow,42.0,2150,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2-osobne-pok-parking-w-cenie-sluze/10010156963881012776000109,,Bez prowizji: 2 osobne pok |parking w cenie| Służe
370,mokotow,28.0,2000,Kawalerka,,1.0,25/10/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mieszkanie-do-wynajecia-ul-pulawska-53/10010064483991011187284909,,Mieszkanie do wynajęcia ul.Puławska 53
865,mokotow,50.0,2950,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-piekne-2+pok-przy-metrze-raclawicka/10010156965071012776000109,,Bez prowizji: Piękne 2-pok. przy Metrze Racławicka
897,mokotow,44.0,3000,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-garaz-w-cenie-biznesowy-mokotow/10010156813931012776000109,,Bez prowizji: Garaż w cenie | Biznesowy Mokotów
339,mokotow,63.0,2700,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/%25D0%25BA%25D0%25BE%25D0%25BC%25D1%2584%25D0%25BE%25D1%2580%25D1%2582%25D0%25BD%25D0%25B0%25D1%258F-2+%25D0%25BA%25D0%25BE%25D0%25BC-%25D0%25BA%25D0%25B2%25D0%25B0%25D1%2580%25D1%2582%25D0%25B8%25D1%2580%25D0%25B0-%25D0%25B2-%25D1%2582%25D0%25B8%25D1%2585%25D0%25BE%25D0%25BC-%25D0%25B6%25D0%25B8%25D0%25BB%25D0%25BA%25D0%25BE%25D0%25BC%25D0%25BF-%252B%25D1%2583%25D0%25BA%25D1%2580/10010158476651012710620009,,Комфортная 2-ком. квартира в тихом жилкомп. (+укр)
1002,mokotow,60.0,251,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-dolny-mokotow-dla-6-osob/10010155897741012016000209,,"Apartament na Doby, Dolny Mokotów, dla 6 osób"
1003,mokotow,60.0,251,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-dolny-mokotow-dla-6-osob/10010155897731012016000209,,"Apartament na Doby, Dolny Mokotów, dla 6 osób"
1004,mokotow,60.0,259,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-dwupokojowy-na-mokotowie/10010155901751012016000209,,Apartament na doby dwupokojowy na Mokotowie
402,mokotow,85.0,5000,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/czesciowo-umeblowany-4+pokojowy-apartament/10010158509241012710620009,,Częściowo umeblowany 4-pokojowy apartament
401,mokotow,75.0,4100,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/3-pokojowy-apartament/10010158509251012710620009,,3 pokojowy apartament
928,mokotow,60.0,3600,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/trzy-pokoje-na-gornym-mokotowie/10010156723331010469204609,,Trzy pokoje na Górnym Mokotowie
1005,mokotow,60.0,259,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-dwupokojowy-na-mokotowie/10010155897721012016000209,,Apartament na doby dwupokojowy na Mokotowie
1006,mokotow,25.0,251,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-na-mokotowie/10010155901731012016000209,,Apartament na doby na Mokotowie
397,mokotow,48.0,3000,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/salon-z-aneksem-kuchennym-i-sypialnia-metro/10010158509271012710620009,,"Salon z aneksem kuchennym i sypialnia, metro"
867,mokotow,122.0,6500,4,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-4+pok-122m2-woronicza/10010156860761012776000109,,Bez prowizji: 4-pok. |122m2| Woronicza
394,mokotow,60.0,3100,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/dwa-oddzielne-pokoje-w-prestizowej-lokalizacji/10010158509291012710620009,,Dwa oddzielne pokoje w prestiżowej lokalizacji
58,mokotow,52.0,3200,2,2021-12-01,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mokotow-2-pok-2008r-ul-chodkiewicza-52m/10010155878901010468482909,,Mokotów 2 pok 2008r ul. Chodkiewicza 52m
391,mokotow,39.0,2500,2,2021-12-10,1.0,08/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/do-wynajecia-2-pokoje-39m2-sadyba-ul-sw-bonifacego/10010124202751010504796809,,"Do wynajęcia 2 pokoje 39m2, Sadyba ul. Św.Bonifacego "
715,mokotow,48.0,2600,3,2021-11-08,1.0,08/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/3-pokoje-mokotow-blisko-metra-wierzbno/10010121921241012955174409,,"3 pokoje Mokotów, blisko metra Wierzbno"
387,mokotow,30.0,2000,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/wygodna-kawalerka-na-mokotowie/10010158476481012710620009,,Wygodna kawalerka na Mokotowie
1007,mokotow,36.0,251,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-dwupokojowy-na-mokotowie/10010155901721012016000209,,Apartament na doby dwupokojowy na Mokotowie
866,mokotow,135.0,12000,4,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2x-garaz-w-cenie-pole-mokotowskie/10010156860781012776000109,,Bez prowizji: 2x garaż w cenie | Pole Mokotowskie
378,mokotow,65.0,3900,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/trzypokojowe-z-balkonem-przy-parku-garaz/10010158517121012710620009,,"Trzypokojowe z balkonem przy parku, garaż"
736,mokotow,40.0,2100,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2+pok-z-balkonem-stegny/10010156959871012776000109,,Bez prowizji: 2-pok. z balkonem | Stegny
334,mokotow,63.0,3000,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/2-pokoje-na-starym-mokotowie/10010158509511012710620009,,2 pokoje na Starym Mokotowie
1001,mokotow,17.0,251,Kawalerka,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-doby-na-mokotowie/10010156010011012016000209,,Apartament na doby na Mokotowie
1021,mokotow,70.0,299,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-mokotowie-do-wynajecia-na-doby/10010155901681012016000209,,Apartament na Mokotowie do wynajęcia na doby
953,mokotow,183.0,13500,5,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/wspanialy-apartament-blisko-lazienek-cale-pietro/10010156301701011378581009,,Wspaniały apartament blisko Łazienek Całe piętro!
1022,mokotow,36.0,1800,2,2021-11-16,1.0,03/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/2+pokojowe-na-mokotowie-wyposazone-bezposrednio/10010105312221010719931109,,"2-pokojowe na Mokotowie, wyposażone, bezpośrednio!"
72,mokotow,200.0,7500,6,,,16/11/2021,Agencja,Dom,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/sluzew-dom-200-m2-na-biuro/10010159136831012765100009,,Służew dom 200 m2 na biuro
952,mokotow,127.0,9000,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mieszkanie-4-pokojowe-mokotow/10010156301751011381140509,,Mieszkanie 4 pokojowe Mokotów
289,mokotow,120.0,5500,5,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/dwupoziomowe-mieszkanie-z-garazem/10010158563051012710620009,,Dwupoziomowe mieszkanie z garażem
288,mokotow,38.0,2150,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/nowoczesny-salon-z-aneksem-i-sypialnia/10010158517511012710620009,,Nowoczesny salon z aneksem i sypialnia
1020,mokotow,47.0,299,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/apartament-na-mokotowie-do-wynajecia-na-doby/10010155897651012016000209,,Apartament na Mokotowie do wynajęcia na doby
756,mokotow,40.0,2450,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2-osobne-pok-z-balkonem-mokotow/10010156963771012776000109,,Bez prowizji: 2 osobne pok. z balkonem | Mokotów
284,mokotow,85.0,3700,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/przestronne-3-pokoje-garaz-w-cenie/10010158517571012710620009,,"Przestronne 3 pokoje, garaż w cenie"
904,mokotow,43.0,2500,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2+pok-klimatyzacja-woronicza/10010156813911012776000109,,Bez prowizji: 2-pok. |Klimatyzacja| Woronicza
758,mokotow,52.0,2550,2,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2-osobne-pok-z-balkonem-mokotow/10010156959681012776000109,,Bez prowizji: 2 osobne pok. z balkonem | Mokotów
279,mokotow,56.0,2750,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/eleganckie-2-pokoje-przy-sadyba-best-mall/10010158506681012710620009,,Eleganckie 2 pokoje przy Sadyba Best Mall
759,mokotow,64.0,3000,3,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-3-osobne-pok-garaz-w-cenie-sluzew/10010156963751012776000109,,Bez prowizji: 3 osobne pok. |garaż w cenie| Służew
277,mokotow,64.0,3200,3,2021-11-01,1.0,30/10/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/wynajme-3-pokojowe-mieszkanie-64-5-m2-w-apartamentowcu-z-garazem-ul-wynalazek/10010086933731011443311809,,"WYNAJMĘ 3 POKOJOWE mieszkanie 64,5 M2 w apartamentowcu, z garażem, ul. Wynalazek"
73,mokotow,200.0,7000,5,,,16/11/2021,Agencja,Dom,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/wygledow-200m2-chetnie-na-biuro/10010159382411012765100009,,Wyględów 200m2 chętnie na biuro
1026,mokotow,135.0,13500,4,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/do-wynajecia-apartament-na-mokotowie/10010155826971011381140509,,Do wynajęcia apartament na Mokotowie
738,mokotow,21.0,2200,Kawalerka,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-1+pok-metro-pole-mokotowskie/10010156979501012776000109,,Bez prowizji: 1-pok. | Metro Pole Mokotowskie
751,mokotow,90.0,5400,3,,2.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-klima-2x-garaz-w-cenie-wilanowska/10010156965731012776000109,,Bez prowizji: Klima. |2x garaż w cenie| Wilanowska
749,mokotow,56.0,2800,3,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-dla-studentow-3+pok-metro-sluzew/10010156963801012776000109,,Bez prowizji: Dla studentów |3-pok.| Metro Służew
333,mokotow,50.0,3000,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/3-pokoje-przy-metrze-pole-mokotowskie/10010158509521012710620009,,3 pokoje przy metrze Pole Mokotowskie
739,mokotow,35.0,2300,Kawalerka,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-1+pok-z-balkonem-metro-raclawicka/10010156979491012776000109,,Bez prowizji: 1-pok. z balkonem | Metro Racławicka
325,mokotow,44.0,3200,2,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/stylowe-2-pokoje-z-garazem/10010158517291012710620009,,Stylowe 2 pokoje z garażem
323,mokotow,42.0,2500,2,2021-12-01,1.0,01/11/2021,Właściciel,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/mieszkanie-2-oddzielne-pokoje-bukowinska-metro-wilanowska/10010092982931010476694009,,Mieszkanie 2 oddzielne pokoje Bukowińska Metro Wilanowska
862,mokotow,40.0,3000,2,,1.0,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/bez-prowizji-2+pok-pole-mokotowskie/10010156860801012776000109,,Bez prowizji: 2-pok. | Pole Mokotowskie
321,mokotow,55.0,2800,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/3-pokoje-w-swietnej-lokalizacji/10010158476791012710620009,,3 pokoje w świetnej lokalizacji
320,mokotow,105.0,4500,3,,,16/11/2021,Agencja,Mieszkanie,https://www.gumtree.pl/a-mieszkania-i-domy-do-wynajecia/mokotow/wygodny-apartament-z-widokiem-na-skarpe-garaz/10010158517321012710620009,,"Wygodny apartament z widokiem na skarpę, garaż"
